created_at;text_clean;author_id;hashtags;mentions;emojis;urls;public_metrics;tweet_id;conversation_id;referenced_tweets;entities;day;time;text_raw
2021-12-20 00:30:28+00:00;Ich hab mich dazu entschieden, das Video über Reichsbürger Till wieder runterzunehmen. Ich hätte den Sophie Scholl-Vergleich klarer einordnen müssen. Ich überarbeite den Clip nochmal.;1033066594644176896;;;;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 47, 'quote_count': 1};1472726057300250624;1472726057300250624;[<ReferencedTweet id=1472543400817672193 type=retweeted];{'annotations': [{'start': 82, 'end': 94, 'probability': 0.9927, 'type': 'Person', 'normalized_text': 'Sophie Scholl'}], 'mentions': [{'start': 3, 'end': 19, 'username': '_SuccessMinded_', 'id': '2539091210'}, {'start': 21, 'end': 30, 'username': 'SeffSaid', 'id': '778518558145933312'}]};2021-12-20;00:30:28;Ich hab mich dazu entschieden, das Video über Reichsbürger Till wieder runterzunehmen. Ich hätte den Sophie Scholl-Vergleich klarer einordnen müssen. Ich überarbeite den Clip nochmal.
2021-12-20 01:20:01+00:00;Es läuft Eine-weisse-Rose von Renee-Franke;818142911435075585;;;;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1472738527662194692;1472738527662194692;[<ReferencedTweet id=1472543400817672193 type=retweeted];{'annotations': [{'start': 82, 'end': 94, 'probability': 0.9927, 'type': 'Person', 'normalized_text': 'Sophie Scholl'}], 'mentions': [{'start': 3, 'end': 19, 'username': '_SuccessMinded_', 'id': '2539091210'}, {'start': 21, 'end': 30, 'username': 'SeffSaid', 'id': '778518558145933312'}]};2021-12-20;01:20:01;Es läuft Eine-weisse-Rose von Renee-Franke
2021-12-20 03:24:43+00:00;Nicht Panik.Resignation,die sich in Wut wandelt auf die, die sich morgen wieder auf „Spaziergängen“ auf Gräbern tanzend mit Sophie Scholl vergleichen.Wut auf Behörden, die das zulassen und damit alles verraten und in den Dreck ziehen, wofür 80% des Landes seit 2Jahren malochen.;1239450522027020288;;['@Lam3th'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0};1472769909620981764;1472694400367181824;[<ReferencedTweet id=1472694420243984393 type=replied_to];{'mentions': [{'start': 0, 'end': 7, 'username': 'Lam3th', 'id': '1132688391357837314'}]};2021-12-20;03:24:43;@Lam3th Nicht Panik.Resignation,die sich in Wut wandelt auf die, die sich morgen wieder auf „Spaziergängen“ auf Gräbern tanzend  mit Sophie Scholl vergleichen.Wut auf Behörden, die das zulassen und damit alles verraten und in den Dreck ziehen, wofür 80% des Landes seit 2Jahren malochen.
2021-12-20 00:18:20+00:00;Dieser Idiot fand es ja auch vollkommen in Ordnung, dass Jana aus Kassel sich mit Sophie Scholl vergleicht! Aber mach Dich mal weiter zum;1278348442641797122;;['@le0nenrique'];['🤡'];;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1472723004467654656;1472716300308951048;[<ReferencedTweet id=1472721511651979269 type=replied_to];{'mentions': [{'start': 0, 'end': 12, 'username': 'le0nenrique', 'id': '1033066594644176896'}]};2021-12-20;00:18:20;@le0nenrique Dieser Idiot fand es ja auch vollkommen in Ordnung, dass Jana aus Kassel sich mit Sophie Scholl vergleicht! Aber mach Dich mal weiter zum 🤡
2021-12-20 08:06:10+00:00;"Wenn sich Jana aus Kassel mit Sophie Scholl vergleicht mag das geschmacklos und anmaßend sein, man kann aber nicht die Definitionen ändern und sagen Jana würde behauptet ""das NS Regime war gar nicht so schlimm"", das aber steht hier in der headline.";1381886276685733888;;['@DenisToonen', '@welt'];;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1472840736605364226;1472636382988414982;[<ReferencedTweet id=1472824821734154240 type=replied_to];{'mentions': [{'start': 0, 'end': 12, 'username': 'DenisToonen', 'id': '1363370984963772418'}, {'start': 13, 'end': 18, 'username': 'welt', 'id': '8720562'}]};2021-12-20;08:06:10;"@DenisToonen @welt Wenn sich Jana aus Kassel mit Sophie Scholl vergleicht mag das geschmacklos und anmaßend sein, man kann aber nicht die Definitionen ändern und sagen Jana würde behauptet ""das NS Regime war gar nicht so schlimm"", das aber steht hier in der headline."
2021-12-20 09:20:23+00:00;BerlinBerlin - Mit englischen Übertiteln! 21.12.2021 Events Eventkalender;2210457846;['#Events', '#Eventkalender'];;;['https://t.co/07rBOQIVGo', 'https://t.co/07rBOQIVGo'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1472859413597900801;1472859413597900801;[<ReferencedTweet id=1472543400817672193 type=retweeted];{'hashtags': [{'start': 53, 'end': 60, 'tag': 'Events'}, {'start': 62, 'end': 76, 'tag': 'Eventkalender'}], 'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/07rBOQIVGo', 'expanded_url': 'http://events.help.ch/eventinfo.cfm?key=2621335', 'display_url': 'events.help.ch/eventinfo.cfm?…'}, {'start': 102, 'end': 125, 'url': 'https://t.co/07rBOQIVGo', 'expanded_url': 'http://events.help.ch/eventinfo.cfm?key=2621335', 'display_url': 'events.help.ch/eventinfo.cfm?…'}]};2021-12-20;09:20:23;BerlinBerlin - Mit englischen Übertiteln! 21.12.2021 #Events  #Eventkalender  https://t.co/07rBOQIVGo https://t.co/07rBOQIVGo
2021-12-20 09:23:24+00:00;Bin heute zufällig auf Sophie Scholl gestoßen … brauch Twitterpause „Es gibt so viele von uns die noch ungeimpft sind und es auch bleiben möchten.“ „Meldet euch zum 22.03.22 vorab und proforma beim Arbeitsamt als arbeitssuchend. Überrennt die Arbeitsämter mit euren Anträgen“;51707546;;;['🤯'];['https://t.co/8r4YGBDlah'];{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1472860173895098369;1472860173895098369;[<ReferencedTweet id=1472543400817672193 type=retweeted];{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/8r4YGBDlah', 'expanded_url': 'https://twitter.com/marko_lorentz/status/1472860173895098369/photo/1', 'display_url': 'pic.twitter.com/8r4YGBDlah'}]};2021-12-20;09:23:24;"Bin heute zufällig auf Sophie Scholl gestoßen … brauch Twitterpause 🤯

„Es gibt so viele von uns die noch ungeimpft sind und es auch bleiben möchten.“
„Meldet euch zum 22.03.22 vorab und proforma beim Arbeitsamt als arbeitssuchend. Überrennt die Arbeitsämter mit euren Anträgen“ https://t.co/8r4YGBDlah"
2021-12-20 11:31:12+00:00;Jour 20 Sophie Magdalena Scholl;705324661;;;;['https://t.co/rZmjOtBARK', 'https://t.co/xdDi59Q816'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0};1472892333771288579;1472892333771288579;[<ReferencedTweet id=1466004743810080769 type=quoted];{'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/rZmjOtBARK', 'expanded_url': 'https://twitter.com/MorrowJulian/status/1472892333771288579/photo/1', 'display_url': 'pic.twitter.com/rZmjOtBARK'}, {'start': 57, 'end': 80, 'url': 'https://t.co/xdDi59Q816', 'expanded_url': 'https://twitter.com/AnaysEc/status/1466004743810080769', 'display_url': 'twitter.com/AnaysEc/status…'}]};2021-12-20;11:31:12;"Jour 20

Sophie Magdalena Scholl https://t.co/rZmjOtBARK https://t.co/xdDi59Q816"
2021-12-20 11:36:35+00:00;Noch einen dummen und abwertenden Sophie Scholl Vergleich zubringen hilft euch Nazis auch nicht weiter;1248908559905107968;;['@WernerKulikow', '@IrisBorowiak'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1472893691014623237;1472344645623549958;[<ReferencedTweet id=1472509921665105922 type=replied_to];{'mentions': [{'start': 0, 'end': 14, 'username': 'WernerKulikow', 'id': '714145808447356928'}, {'start': 15, 'end': 28, 'username': 'IrisBorowiak', 'id': '239443805'}]};2021-12-20;11:36:35;@WernerKulikow @IrisBorowiak Noch einen dummen und abwertenden Sophie Scholl Vergleich zubringen hilft euch Nazis auch nicht weiter
2021-12-20 12:09:32+00:00;Das ist wirklich surreal. Ja, sterben, jippi, yeah, cool! Wir sind die neue Weiße Rose, wir sind der Widerstand! Hängt uns! Erschießt uns! Vergast uns! Aber niemals werden wir uns impfen lassen! Weil wir solche Helden sind! Aber wenn uns jemand anfasst: Anwalt Rechtsschutz,...;2474312910;;['@DoktorFreakOut'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0};1472901981836619778;1472872061886423042;[<ReferencedTweet id=1472872061886423042 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'Doktor_FreakOut', 'id': '730218697'}]};2021-12-20;12:09:32;"@Doktor_FreakOut Das ist wirklich surreal.
Ja, sterben,  jippi, yeah, cool!
Wir sind die neue Weiße Rose, wir sind der Widerstand!
Hängt uns! Erschießt uns! Vergast uns!
Aber niemals werden wir uns impfen lassen!
Weil wir solche Helden sind!
Aber wenn uns jemand anfasst: 
Anwalt Rechtsschutz,..."
2021-12-20 07:59:59+00:00;Nein, nicht vor die Stadt. Wenn ihr unbedingt als Sophie Scholl und mit Judenstern rollenspielen wollt... sollten wir das auch konsequent tun. Deshalb: Ungeimpfte ins;1416531214601699330;;;;['https://t.co/C4G9nsszf2'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1472839180141187072;1472839180141187072;[<ReferencedTweet id=1472700821607432197 type=retweeted];{'urls': [{'start': 167, 'end': 190, 'url': 'https://t.co/C4G9nsszf2', 'expanded_url': 'https://twitter.com/xa83de/status/1472839180141187072/photo/1', 'display_url': 'pic.twitter.com/C4G9nsszf2'}]};2021-12-20;07:59:59;Nein, nicht vor die Stadt. Wenn ihr unbedingt als Sophie Scholl und mit Judenstern rollenspielen wollt... sollten wir das auch konsequent tun. Deshalb: Ungeimpfte ins https://t.co/C4G9nsszf2
2021-12-21 17:37:22+00:00;Man könnte die Erde mit der Energie von Sophie Scholl betreiben, weil sie sich ich weiß nicht wie oft im Grabe umdreht aufgrund dieser Querdenkeridiot*innen;1115270097306832897;;;;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0};1473346873171791883;1473346873171791883;[<ReferencedTweet id=1473346873171791883 type=replied_to];{'mentions': [{'start': 0, 'end': 10, 'username': '11straker', 'id': '2582155903'}]};2021-12-21;17:37:22;Man könnte die Erde mit der Energie von Sophie Scholl betreiben, weil sie sich ich weiß nicht wie oft im Grabe umdreht aufgrund dieser Querdenkeridiot*innen
2021-12-21 17:39:25+00:00;Was für larpende Vollidioten die denken sie stehen gegen irgendein autoritäres Regime wie die weiße Rose damals. Heut könnt ihr eure dumme scheisse propagieren ohne in ein Arbeitslager gesteckt oder gleich erschossen zu werden ihr Deppen;1115270097306832897;;;;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1473347388647829506;1473346873171791883;[<ReferencedTweet id=1473346873171791883 type=replied_to];{'mentions': [{'start': 0, 'end': 10, 'username': '11straker', 'id': '2582155903'}]};2021-12-21;17:39:25;"Was für larpende Vollidioten die denken sie stehen gegen irgendein autoritäres Regime wie die weiße Rose damals. 

Heut könnt ihr eure dumme scheisse propagieren ohne in ein Arbeitslager gesteckt oder gleich erschossen zu werden ihr Deppen"
2021-12-21 17:41:35+00:00;Wenn Sie die Absurditaet Ihres Vergleichs nicht einzusehen vermögen, ist das IHR Problem, nicht meines. Jede Analogie zu irgendwelchen Massnahmen oder Gesetzen zu Zeiten der Nazidiktatur verbieten sich von selbst...auch wenn Jana aus Kassel sich gerne als Sophie Scholl geriert.;2695374849;;['@11straker'];['😡'];;{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1473347935094161422;1473272415199408133;[<ReferencedTweet id=1473305966020108294 type=replied_to];{'mentions': [{'start': 0, 'end': 10, 'username': '11straker', 'id': '2582155903'}]};2021-12-21;17:41:35;"@11straker Wenn Sie die Absurditaet Ihres Vergleichs nicht einzusehen vermögen, ist das IHR Problem, nicht meines.
Jede Analogie zu irgendwelchen Massnahmen oder Gesetzen zu Zeiten der Nazidiktatur verbieten sich von selbst...auch wenn Jana aus Kassel sich gerne als Sophie Scholl geriert.😡"
2021-12-21 18:35:14+00:00;So schön Fiete macht das alles gut. Ich schenke euch beiden das heutige Foto Bei Minus Grade entdeckt:eine weiße Rose.;159549178;;['@DarkRainbow71'];['😻'];['https://t.co/wvNo49QtIm'];{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0};1473361433668825098;1473358324641013762;[<ReferencedTweet id=1473358324641013762 type=replied_to];{'urls': [{'start': 137, 'end': 160, 'url': 'https://t.co/wvNo49QtIm', 'expanded_url': 'https://twitter.com/Beratungszimmer/status/1473361433668825098/photo/1', 'display_url': 'pic.twitter.com/wvNo49QtIm'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'DarkRainbow71', 'id': '1021026524126949376'}]};2021-12-21;18:35:14;"@DarkRainbow71 So schön 😻 Fiete macht das alles gut. Ich schenke euch beiden das heutige Foto 
Bei Minus Grade entdeckt:eine weiße Rose. https://t.co/wvNo49QtIm"
2021-12-21 18:21:58+00:00;Gleich fühlt er sich noch wie Sophie Scholl. hh1812 nonazisHH;1376447298138439680;['#hh1812', '#nonazisHH'];['@Freiheit20001', '@SoerenVanNorden'];['😅'];;{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0};1473358094755598337;1472259591199203330;[<ReferencedTweet id=1472270380698066960 type=replied_to];{'hashtags': [{'start': 80, 'end': 87, 'tag': 'hh1812'}, {'start': 88, 'end': 98, 'tag': 'nonazisHH'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'Freiheit20001', 'id': '1468577056061493253'}, {'start': 15, 'end': 31, 'username': 'SoerenVanNorden', 'id': '720273186756042756'}]};2021-12-21;18:21:58;"@Freiheit20001 @SoerenVanNorden Gleich fühlt er sich noch wie Sophie Scholl. 😅

#hh1812 #nonazisHH"
2021-12-21 17:16:46+00:00;"Das wundert ihn nach all den Falschmeldungen und seinem Verständnis von Recherche? Alleine das Wort ""Säuberung"" sagt eigentlich alles. Fischt selbst am rechten Rand, sieht sich aber als Widerstandskämpfer der Mitte. Er fühlt sich bestimmt wie Sophie Scholl.";1150500420286070784;;['@DippyWeatherman', '@Grinsi'];;;{'retweet_count': 3, 'reply_count': 1, 'like_count': 11, 'quote_count': 0};1473341690039738374;1473309598459310081;[<ReferencedTweet id=1473309598459310081 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'DippyWeatherman', 'id': '1018516419749793793'}, {'start': 17, 'end': 26, 'username': 'Grinsi__', 'id': '1261006185215467523'}]};2021-12-21;17:16:46;"@DippyWeatherman @Grinsi__ Das wundert ihn nach all den Falschmeldungen und seinem Verständnis von Recherche? Alleine das Wort ""Säuberung"" sagt eigentlich alles. Fischt selbst am rechten Rand, sieht sich aber als Widerstandskämpfer der Mitte. Er fühlt sich bestimmt wie Sophie Scholl."
2021-12-21 18:58:36+00:00;„Steh zu den Dingen, an die du glaubst. Auch, wenn du alleine dort stehst.“ *Sophie Scholl*;1181327506080780288;;;;;{'retweet_count': 13, 'reply_count': 3, 'like_count': 90, 'quote_count': 0};1473367317480456197;1473367317480456197;[<ReferencedTweet id=1473367317480456197 type=retweeted];{'mentions': [{'start': 3, 'end': 18, 'username': 'leonie_stella9', 'id': '1181327506080780288'}]};2021-12-21;18:58:36;"„Steh zu den Dingen, an die du glaubst. Auch, 
wenn du alleine dort stehst.“
*Sophie Scholl*"
2021-12-21 23:01:57+00:00;Sophie Scholl;868248517;;;;['https://t.co/pDVOUydAEn'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473428555170291726;1473428555170291726;[<ReferencedTweet id=1473367317480456197 type=retweeted];{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/pDVOUydAEn', 'expanded_url': 'https://g.co/kgs/nQDmkG', 'display_url': 'g.co/kgs/nQDmkG'}]};2021-12-21;23:01:57;Sophie Scholl https://t.co/pDVOUydAEn
2021-12-21 22:56:02+00:00;Mit den Worten von Sophie Scholl: „Ich für meine Person will mit dem Nationalsozialismus nichts zu tun haben. “;1094727570870988801;;['@AliceWeidel'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473427069166047234;1472864526840307713;[<ReferencedTweet id=1472864526840307713 type=replied_to];{'mentions': [{'start': 0, 'end': 13, 'username': 'Alice_Weidel', 'id': '833398209053605888'}]};2021-12-21;22:56:02;"@Alice_Weidel Mit den Worten von Sophie Scholl: 
„Ich für meine Person will mit dem Nationalsozialismus nichts zu tun haben. “"
2021-12-21 22:49:12+00:00;Nein, das ist die Minderheit die versucht die Mehrheit einzuschüchtern, sich als Opfer darstellt und glaubt ein Held wie Sophie Scholl zu sein, in Wirklichkeit aber das Gegenteil davon ist.;49007406;;['@HeinWilfried', '@polenzr'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473425347714719749;1473394715223642122;[<ReferencedTweet id=1473422049443987457 type=replied_to];{'mentions': [{'start': 0, 'end': 13, 'username': 'HeinWilfried', 'id': '1102541866338316290'}, {'start': 14, 'end': 23, 'username': 'polenz_r', 'id': '3082383264'}]};2021-12-21;22:49:12;@HeinWilfried @polenz_r Nein, das ist die Minderheit die versucht die Mehrheit einzuschüchtern, sich als Opfer darstellt und glaubt ein Held wie Sophie Scholl zu sein, in Wirklichkeit aber das Gegenteil davon ist.
2021-12-21 22:35:38+00:00;Google Sophie Scholl;113303187;;;;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473421931940560899;1473421931940560899;[<ReferencedTweet id=1473416739971121167 type=retweeted];{'mentions': [{'start': 3, 'end': 15, 'username': 'FraseSimple', 'id': '485207048'}], 'annotations': [{'start': 33, 'end': 45, 'probability': 0.9969, 'type': 'Person', 'normalized_text': 'Sophie Scholl'}]};2021-12-21;22:35:38;Google Sophie Scholl
2021-12-21 20:02:06+00:00;Sophie Scholl Style;1331566138740895744;;['@elhotzo'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0};1473383296008699905;1473383038801297415;[<ReferencedTweet id=1473383038801297415 type=replied_to];{'mentions': [{'start': 0, 'end': 8, 'username': 'elhotzo', 'id': '969750482'}]};2021-12-21;20:02:06;@elhotzo Sophie Scholl Style
2021-12-21 19:57:03+00:00;Sophie Scholl, bist Du das?;14515715;;['@Jaquelinelindr', '@kantonbern'];;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1473382024086007809;1473299697771368448;[<ReferencedTweet id=1473379509411921927 type=replied_to];{'mentions': [{'start': 0, 'end': 15, 'username': 'Jaquelinelindr', 'id': '1458597977400950788'}, {'start': 16, 'end': 28, 'username': 'kanton_bern', 'id': '200037844'}]};2021-12-21;19:57:03;@Jaquelinelindr @kanton_bern Sophie Scholl, bist Du das?
2021-12-21 19:44:17+00:00;Sophie Scholl auf Wish bestellt.;1186732278132756481;;['@Boggsen1'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1473378813904097286;1473249585539788800;[<ReferencedTweet id=1473249585539788800 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'Boggsen1', 'id': '1242783714402283520'}]};2021-12-21;19:44:17;@Boggsen1 Sophie Scholl auf Wish bestellt.
2021-12-21 19:15:06+00:00;oder sich mit Anne Frank oder Sophie Scholl auf eine Stufe stellen..;808753826194931712;;['@Inchen74', '@kaffeecup'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473371468562112517;1472501035566604296;[<ReferencedTweet id=1473370662882492426 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'Inchen74', 'id': '371372706'}, {'start': 10, 'end': 20, 'username': 'kaffeecup', 'id': '612900411'}]};2021-12-21;19:15:06;@Inchen74 @kaffeecup oder sich mit Anne Frank oder Sophie Scholl auf eine Stufe stellen..
2021-12-21 21:02:11+00:00;Quarktrottel müssen auch überall ihren dämlichen Senf im Auftrag Putins abladen. Jaja du Sophie Scholl du, schwurbel du mal weiter, aber bitte in einem stillen Kämmerchen, danke;951243026;;['@TobiTob66618542', '@RegierungBW', '@Soederinho'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1473398416201990145;1473290950550167557;[<ReferencedTweet id=1473394115505270786 type=replied_to];{'mentions': [{'start': 17, 'end': 29, 'username': 'RegierungBW', 'id': '296426654'}, {'start': 30, 'end': 41, 'username': 'Soederinho', 'id': '1416024429239410698'}]};2021-12-21;21:02:11;@TobiTob66618542 @RegierungBW @Soederinho Quarktrottel müssen auch überall ihren dämlichen Senf im Auftrag Putins abladen. Jaja du Sophie Scholl du, schwurbel du mal weiter, aber bitte in einem stillen Kämmerchen, danke
2021-12-21 16:28:03+00:00;Nachhilfe in Geschichte!;226356384;;;;['https://t.co/NWg0SJUqqa', 'https://t.co/gkIDXqlRsP'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1473329427262193668;1473329427262193668;[<ReferencedTweet id=1473202923119198209 type=quoted];{'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/NWg0SJUqqa', 'expanded_url': 'https://m.bpb.de/geschichte/nationalsozialismus/weisse-rose/61055/justiz-im-dritten-reich', 'display_url': 'm.bpb.de/geschichte/nat…'}, {'start': 50, 'end': 73, 'url': 'https://t.co/gkIDXqlRsP', 'expanded_url': 'https://twitter.com/Steinhoefel/status/1473202923119198209', 'display_url': 'twitter.com/Steinhoefel/st…'}]};2021-12-21;16:28:03;"Nachhilfe in Geschichte! 
https://t.co/NWg0SJUqqa https://t.co/gkIDXqlRsP"
2021-12-21 06:56:00+00:00;Ich hab letztes Jahr hier einen Beitrag gelesen... Ich weiß nicht mehr von wem. Da ging es darum, dass die das mit Absicht machen. Die Bedeutung umkehren. Zb Jana aus Kassel, fühlt sich wie, wars Anne Frank oder Sophie Scholl der Stern, etc... Ich guck mal ob ich den noch finde;1252579437113204737;;['@Krassie2'];['🤔'];;{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0};1473185465276710923;1473163631676305408;[<ReferencedTweet id=1473163631676305408 type=replied_to];{'mentions': [{'start': 0, 'end': 10, 'username': 'Krassie_2', 'id': '1358850807576354823'}]};2021-12-21;06:56:00;@Krassie_2 Ich hab letztes Jahr hier einen Beitrag gelesen... Ich weiß nicht mehr von wem. Da ging es darum, dass die das mit Absicht machen. Die Bedeutung umkehren. Zb Jana aus Kassel, fühlt sich wie, wars Anne Frank oder Sophie Scholl 🤔der Stern, etc... Ich guck mal ob ich den noch finde
2021-12-21 10:26:54+00:00;Stell dir vor, es ist 1942 und Sophie Scholl ist bei instagram. Da regelt instagram dann, dass man beim Widerstand keine Kraftausdrücke gegen Nazis verwenden darf. Müssen die Nazis instagram also gar nicht selbst überwachen.;1381834524;;;;;{'retweet_count': 0, 'reply_count': 2, 'like_count': 24, 'quote_count': 0};1473238542256152582;1473236141868470277;[<ReferencedTweet id=1473236485474295808 type=replied_to];{'mentions': [{'start': 0, 'end': 7, 'username': 'CJahnz', 'id': '1381834524'}]};2021-12-21;10:26:54;Stell dir vor, es ist 1942 und Sophie Scholl ist bei instagram. Da regelt instagram dann, dass man beim Widerstand keine Kraftausdrücke gegen Nazis verwenden darf. Müssen die Nazis instagram also gar nicht selbst überwachen.
2021-12-21 10:18:44+00:00;Die Weiße Rose hat gegen die Gemeinschaftsrichtlinien von instagram verstoßen!;1381834524;;;;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 26, 'quote_count': 0};1473236485474295808;1473236141868470277;[<ReferencedTweet id=1473236141868470277 type=replied_to];{'mentions': [{'start': 0, 'end': 7, 'username': 'CJahnz', 'id': '1381834524'}]};2021-12-21;10:18:44;Die Weiße Rose hat gegen die Gemeinschaftsrichtlinien von instagram verstoßen!
2021-12-21 09:07:26+00:00;"Die Weiße Rose war national, christlich &amp; liberalkonservativ eingestellt. Sie richtete sich gegen sozialistisches, totalitäres Gedankengut.";1037672475923030016;;['@MelanieWerySims'];;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0};1473218543500021765;1473066981255430149;[<ReferencedTweet id=1473212517317062661 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'MelanieWerySims', 'id': '1189473822854074368'}]};2021-12-21;09:07:26;"@MelanieWerySims Die Weiße Rose war national, christlich &amp; liberalkonservativ eingestellt. Sie richtete sich gegen sozialistisches, totalitäres Gedankengut."
2021-12-21 08:31:20+00:00;Der Burger King im Berliner Hauptbahnhof macht erst um Zehn auf. Ich fühl mich wie Sophie Scholl.;423491651;;;;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 18, 'quote_count': 0};1473209457274458113;1473209457274458113;[<ReferencedTweet id=1473212517317062661 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'MelanieWerySims', 'id': '1189473822854074368'}]};2021-12-21;08:31:20;Der Burger King im Berliner Hauptbahnhof macht erst um Zehn auf. Ich fühl mich wie Sophie Scholl.
2021-12-21 08:18:53+00:00;Für mich hat es den Touch von Sophie Scholl Vergleich. Oder ich habe es komplett falsch verstanden, kann auch gut sein.;14819982;;['@Jesusmyanus'];;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0};1473206324481699845;1473198011211726850;[<ReferencedTweet id=1473204740523704322 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'MelanieWerySims', 'id': '1189473822854074368'}]};2021-12-21;08:18:53;@Jesus_my_anus Für mich hat es den Touch von Sophie Scholl Vergleich. Oder ich habe es komplett falsch verstanden, kann auch gut sein.
2021-12-21 07:15:52+00:00;Es ist widerlich, sich für Dummschwurbel mit Sophie Scholl zu beflaggen. Auch wenn selbige eher eine Spätmerkerin und erst einmal selbst Mitläuferin (BDM) war Daher: GEBLOCKT;745882200881627141;;['@PStande2', '@schroederk'];;['https://t.co/eEW45rlmyA'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1473190465499447302;1472933239790657549;[<ReferencedTweet id=1472968026614083587 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'PStande2', 'id': '1194307972110987268'}, {'start': 10, 'end': 22, 'username': 'schroeder_k', 'id': '18761526'}], 'urls': [{'start': 184, 'end': 207, 'url': 'https://t.co/eEW45rlmyA', 'expanded_url': 'https://de.m.wikipedia.org/wiki/Sophie_Scholl', 'display_url': 'de.m.wikipedia.org/wiki/Sophie_Sc…'}]};2021-12-21;07:15:52;"@PStande2 @schroeder_k Es ist widerlich, sich für Dummschwurbel mit Sophie Scholl zu beflaggen. Auch wenn selbige eher eine Spätmerkerin und erst einmal selbst Mitläuferin (BDM) war 

https://t.co/eEW45rlmyA

Daher: 
GEBLOCKT"
